fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,year
2020-07-31,USD,94853000000,43573000000,11809000000,11809000000,1282000000,10523000000,51280000000,3374000000,,1576000000,1576000000,33806000000,,5714000000.0,17610000000,2349000000,,56933000000,25331000000,2218000000,,,3005000000,31602000000,,11578000000,3005000000,,14583000000,7863000000,2147000000,37920000000,,-2763000000,41202000000,4254000000,2020
2021-07-31,USD,97497000000,39112000000,9175000000,9175000000,1559000000,10146000000,58385000000,2338000000,,3619000000,3619000000,38168000000,,4884000000.0,15343000000,2889000000,,56222000000,26257000000,2362000000,,,2508000000,29965000000,,9018000000,2508000000,,11526000000,8438000000,2393000000,41275000000,,-654000000,42346000000,4236000000,2021
2022-07-31,USD,94002000000,36717000000,7079000000,7079000000,2568000000,10527000000,57285000000,1997000000,,2569000000,2569000000,38304000000,,4009000000.0,12188000000,4355000000,,54229000000,25640000000,2281000000,,,1421000000,28589000000,,8416000000,1099000000,,10561000000,8193000000,1968000000,39773000000,,-1319000000,42714000000,4192000000,2022
2023-07-31,USD,101852000000,43348000000,10123000000,10123000000,3644000000,9206000000,58504000000,2085000000,,1818000000,1818000000,38535000000,,,16023000000,4352000000,,57499000000,31309000000,2313000000,,,1733000000,26190000000,,6658000000,1733000000,,8391000000,9120000000,2134000000,44353000000,,1639000000,44289000000,4105000000,2023
2024-07-31,USD,124413000000,36862000000,9023000000,9023000000,3373000000,10023000000,87551000000,3156000000,,11219000000,11219000000,58660000000,,,10346000000,4097000000,,78956000000,40584000000,2304000000,,,11705000000,38372000000,,19621000000,11341000000,,32232000000,8887000000,2540000000,45457000000,,1087000000,45800000000,4062000000,2024
