fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2021-12-31,USD,165987000000,66666000000,16601000000,16601000000,,14039000000,99321000000,69964000000.0,,634000000,634000000,19197000000,,6775000000,31397000000,4629000000,,41108000000,21135000000,4083000000,,,1127000000,19973000000,13873000000,,,,13873000000,15364000000,19973000000,124879000000,,69761000000,55811000000.0,2859000000
2022-12-31,USD,185727000000,59549000000,14681000000,14681000000,,13466000000,126178000000,92191000000.0,,897000000,897000000,20306000000,,6201000000,26057000000,5345000000,,60014000000,27026000000,4990000000,,,1367000000,32988000000,16668000000,9923000000.0,,,26591000000,4906000000,15301000000,125713000000,,64799000000,64444000000.0,2702000000
2023-12-31,USD,229623000000,85365000000,41862000000,41862000000,,16169000000,144258000000,,,788000000,788000000,20654000000,,6141000000,23541000000,3793000000,,76455000000,31960000000,4849000000,,,1623000000,44495000000,18849000000,18385000000.0,,,37234000000,21833000000,1370000000,153168000000,,82070000000,,2629000000
2024-12-31,USD,276054000000,100045000000,43889000000,43889000000,,16994000000,176009000000,,,915000000,915000000,20654000000,,6070000000,33926000000,5236000000,,93417000000,33596000000,7687000000,,,1942000000,59821000000,20234000000,28826000000.0,,,49060000000,13980000000,2716000000,182637000000,,102506000000,,2614000000
