fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2021-12-31,USD,359268000000,188143000000,20945000000,20945000000,1170000000.0,39304000000,171125000000,97599000000.0,,1417000000.0,1417000000.0,22956000000,,29549000000,118704000000,8020000000,,107633000000,64254000000,6037000000,,,2189000000,43379000000,11389000000,14817000000,,,28395000000,51932000000,23305000000,251635000000,,191484000000,61774000000,13553480000
2022-12-31,USD,365264000000,164795000000,21879000000,21879000000,2670000000.0,40258000000,200469000000,112668000000.0,,2084000000.0,2084000000.0,28960000000,,30492000000,91883000000,8105000000,,109120000000,69300000000,5128000000,,,2477000000,39820000000,16822000000,12857000000,,,29679000000,48529000000,24605000000,256144000000,,195563000000,68184000000,13159000000
2023-12-31,USD,402392000000,171530000000,24048000000,24048000000,,47964000000,230862000000,148436000000.0,,,,29198000000,,31008000000,86868000000,12650000000,,119013000000,81814000000,7493000000,,,2791000000,37199000000,16634000000,11870000000,,,27121000000,64645000000,1616000000,283379000000,,211247000000,76534000000,12722000000
2024-12-31,USD,450256000000,163711000000,23466000000,23466000000,,52340000000,286545000000,,,,,31885000000,,37982000000,72191000000,15714000000,,125172000000,89122000000,7987000000,,,2887000000,36050000000,14578000000,10883000000,,,25461000000,64430000000,4694000000,325084000000,,245084000000,84800000000,12447000000
