fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,year
2020-12-31,USD,35575000000,73621000000,38046000000,38046000000,6895000000,20308000000,6333000000,28680000000,,-1183000000,105000000,1288000000,,-861000000.0,,6695000000,4637000000,-864000000,,5501000000,,6014000000,12709000000,5590000000,2020
2021-12-31,USD,31486000000,57351000000,25865000000,25865000000,6832000000,17699000000,6488000000,24654000000,,-1103000000,52000000,1155000000,,-873000000.0,,6417000000,4837000000,124000000,,4712000000,,7021000000,13438000000,5742000000,2021
2022-12-31,USD,32687000000,60530000000,27842000000,27842000000,8174000000,16103000000,6567000000,24514000000,,-1216000000,162000000,1216000000,,,,4802000000,1156000000,-626000000,,1782000000,,2372000000,7174000000,1640000000,2022
2023-12-31,USD,34300000000,61860000000,27560000000,27560000000,7514000000,17952000000,6631000000,26786000000,,-924000000,591000000,1607000000,,,,4395000000,8690000000,1176000000,,7099000000,,7514000000,7514000000,7502000000,2023
2024-12-31,USD,35551000000,62753000000,27201000000,27201000000,10074000000,16737000000,7479000000,25478000000,,-965000000,747000000,1712000000,,,,4667000000,5797000000,-218000000,,6015000000,,7509000000,12176000000,6023000000,2024
