fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,year
2020-12-31,USD,18197000000,,,,,6695000000,3042000000,5297000000.0,-209000000,,-3028000000,-9721000000,,,,,5797000000,5797000000,,,,,-210000000,,5448000000.0,,5590000000,2020
2021-12-31,USD,12796000000,,,,,6416000000,2381000000,1372000000.0,138000000,,-5975000000,-13354000000,,,,,5869000000,5869000000,,,,,-319000000,,-6533000000.0,,5743000000,2021
2022-12-31,USD,10435000000,,,,,4802000000,1860000000,,71000000,,-4202000000,-4958000000,,,,,5948000000,5948000000,,,,,-407000000,,,,1639000000,2022
2023-12-31,USD,13432000000,,,,,4381000000,1918000000,,390000000,,-7070000000,-6016000000,,,,,6016000000,6016000000,,,,,-416000000,,,,6925000000,2023
2024-12-31,USD,13445000000,,,,,4667000000,1685000000,,-166000000,,-4937000000,-7079000000,,,,,6147000000,6147000000,,,,,-651000000,,,,6023000000,2024
