fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2021-09-30,USD,351002000000,134836000000,34940000000,34940000000,6580000000,26278000000,216166000000,39440000000,70283000000.0,,,,,127877000000,27699000000,14111000000,,287912000000,125481000000,54763000000,,,15613000000,162431000000,11803000000.0,109106000000,15613000000,,124719000000,47493000000,28636000000,63090000000,,5562000000,57365000000,16864919000
2022-09-30,USD,352755000000,135405000000,23646000000,23646000000,4946000000,28184000000,217350000000,42117000000,72340000000.0,,,,,120805000000,24658000000,21223000000,,302083000000,153982000000,64115000000,,,21110000000,148101000000,12411000000.0,98959000000,21110000000,,120881000000,60845000000,49142000000,50672000000,,-3068000000,64849000000,16325819000
2023-09-30,USD,352583000000,143566000000,29965000000,29965000000,6331000000,29508000000,209017000000,43715000000,,,,,,100544000000,31590000000,14695000000,,290437000000,145308000000,62611000000,,,15807000000,145129000000,12842000000.0,95281000000,15807000000,,111947000000,58829000000,49848000000,62146000000,,-214000000,73812000000,15812547000
2024-09-30,USD,364980000000,152987000000,29943000000,29943000000,7286000000,66243000000,211993000000,55914000000,,,,,,91479000000,35228000000,14287000000,,308030000000,176392000000,68960000000,,,22511000000,131638000000,,85750000000,20879000000,,119059000000,50071000000,36634000000,56950000000,,-19154000000,83276000000,15408095000
2025-09-30,USD,359241000000,147957000000,33539000000,33539000000,5718000000,72957000000,211284000000,61039000000,,,,,,77723000000,21158000000,14585000000,,285508000000,165631000000,69860000000,,,22446000000,119877000000,,78328000000,20329000000,,112377000000,64270000000,41549000000,73733000000,,-14264000000,93568000000,15004697000
