fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,year
2020-07-31,USD,31683000000,49301000000,17618000000,17618000000,13620000000,1925000000,6347000000,18063000000,,335000000,920000000,585000000,,935000000.0,,1808000000,13970000000,2756000000,,11214000000,,14555000000,16363000000,11214000000,2020
2021-07-31,USD,31894000000,49818000000,17924000000,17924000000,12833000000,2152000000,6549000000,19061000000,,184000000,618000000,434000000,,863000000.0,,1862000000,13262000000,2671000000,,10591000000,,13696000000,15558000000,10591000000,2021
2022-07-31,USD,32248000000,51557000000,19309000000,19309000000,13969000000,2101000000,6774000000,18279000000,,116000000,476000000,360000000,,868000000.0,,1957000000,14477000000,2665000000,,11812000000,,14837000000,16794000000,11812000000,2022
2023-07-31,USD,35753000000,56998000000,21245000000,21245000000,15031000000,2478000000,7551000000,20722000000,,535000000,962000000,427000000,,,,1726000000,15318000000,2705000000,,12613000000,,15745000000,17471000000,12613000000,2023
2024-07-31,USD,34828000000,53803000000,18975000000,18975000000,12181000000,2813000000,7983000000,22647000000,,359000000,1365000000,1006000000,,,,2507000000,12234000000,1914000000,,10320000000,,13240000000,15747000000,10320000000,2024
